Fe+16        26        17      10180000.(2P)
 120  38 1.27+05 1.09-05 9.48-06 8.05-06 7.10-06 6.15-06 4.91-06 4.06-06 3.38-06 4.05-07
 121  38 1.00+07 5.18-05 4.08-05 3.03-05 2.62-05 2.52-05 2.81-05 3.38-05 4.31-05 3.20-05
 122  38 0.00+00 1.55-05 1.45-05 1.33-05 1.25-05 1.17-05 1.04-05 9.10-06 7.76-06 0.00+00
 123  38 1.02+06 2.34-05 1.85-05 1.35-05 1.13-05 9.96-06 8.90-06 8.38-06 8.11-06 2.32-06
 124  38 0.00+00 1.91-05 1.79-05 1.61-05 1.47-05 1.33-05 1.16-05 1.07-05 1.02-05 0.00+00
 125  38 0.00+00 4.18-05 4.03-05 3.88-05 3.87-05 3.97-05 4.26-05 4.62-05 5.03-05 0.00+00
 126  38 0.00+00 1.02-05 9.60-06 8.60-06 7.70-06 6.70-06 5.34-06 4.42-06 3.70-06 0.00+00
 127  38 0.00+00 1.67-05 1.58-05 1.41-05 1.25-05 1.06-05 7.86-06 5.97-06 4.45-06 0.00+00
 128  38 0.00+00 1.26-03 1.19-03 1.09-03 1.01-03 9.13-04 7.57-04 6.26-04 5.06-04 0.00+00
 129  38 0.00+00 2.91-03 2.71-03 2.44-03 2.23-03 1.99-03 1.62-03 1.32-03 1.05-03 0.00+00
 130  38 0.00+00 6.29-03 5.91-03 5.36-03 4.95-03 4.55-03 4.00-03 3.61-03 3.29-03 0.00+00
 131  38 0.00+00 7.25-04 6.71-04 5.86-04 5.20-04 4.48-04 3.45-04 2.68-04 2.03-04 0.00+00
 132  38 1.82+07 6.38-04 6.15-04 5.76-04 5.36-04 4.82-04 3.93-04 3.20-04 2.56-04 1.52-05
 133  38 1.70+08 1.06-03 1.02-03 9.60-04 9.10-04 8.50-04 7.59-04 6.99-04 6.72-04 2.35-04
 134  38 7.13+08 1.64-03 1.56-03 1.49-03 1.47-03 1.49-03 1.60-03 1.80-03 2.14-03 1.38-03
 135  38 1.14+05 1.56-04 1.40-04 1.17-04 9.85-05 7.81-05 5.14-05 3.43-05 2.17-05 1.53-07
 136  38 0.00+00 1.41-04 1.38-04 1.32-04 1.24-04 1.15-04 1.02-04 9.27-05 8.54-05 0.00+00
 137  38 0.00+00 2.84-04 2.83-04 2.80-04 2.79-04 2.79-04 2.83-04 2.90-04 2.98-04 0.00+00
 138  38 0.00+00 6.99-04 7.05-04 7.22-04 7.47-04 7.88-04 8.66-04 9.40-04 1.02-03 0.00+00
 139  38 0.00+00 9.61-05 9.15-05 8.07-05 6.88-05 5.51-05 3.75-05 2.71-05 1.99-05 0.00+00
  40  39 1.17+07 3.28-01 2.43-01 1.72-01 1.43-01 1.31-01 1.32-01 1.42-01 1.56-01 2.55-02
  41  39 0.00+00 2.10-02 2.06-02 1.88-02 1.62-02 1.33-02 9.54-03 7.06-03 4.99-03 0.00+00
  42  39 0.00+00 2.44-01 1.87-01 1.20-01 8.24-02 5.56-02 3.37-02 2.44-02 1.87-02 0.00+00
  43  39 6.02+08 5.97+00 5.88+00 6.01+00 6.35+00 6.93+00 8.07+00 9.15+00 1.04+01 1.77+00
  44  39 0.00+00 3.39-01 2.57-01 1.54-01 9.68-02 5.76-02 2.70-02 1.47-02 7.86-03 0.00+00
  45  39 1.38+09 5.97+00 6.00+00 6.22+00 6.62+00 7.26+00 8.49+00 9.65+00 1.09+01 1.91+00
  46  39 7.69+08 4.83+00 4.85+00 5.03+00 5.34+00 5.85+00 6.83+00 7.76+00 8.81+00 1.56+00
  47  39 3.23+09 1.79+00 1.81+00 1.88+00 1.99+00 2.18+00 2.56+00 2.92+00 3.33+00 6.40-01
  48  39 6.18+05 2.06-02 1.45-02 8.72-03 5.75-03 3.65-03 2.02-03 1.40-03 1.10-03 1.39-04
  49  39 1.84+05 1.87-02 1.33-02 8.39-03 5.63-03 3.51-03 1.75-03 1.03-03 6.41-04 3.61-05
  50  39 2.13+06 3.30-02 2.29-02 1.42-02 9.91-03 6.89-03 4.69-03 4.02-03 3.86-03 6.78-04
  51  39 0.00+00 2.17-02 1.47-02 9.46-03 6.53-03 4.19-03 2.12-03 1.20-03 6.58-04 0.00+00
  52  39 0.00+00 7.81-02 5.60-02 3.97-02 3.02-02 2.23-02 1.55-02 1.27-02 1.10-02 0.00+00
  53  39 0.00+00 1.29-01 9.92-02 7.50-02 5.53-02 3.65-02 1.87-02 1.06-02 5.83-03 0.00+00
  54  39 0.00+00 2.16-01 1.96-01 1.81-01 1.71-01 1.62-01 1.57-01 1.59-01 1.63-01 0.00+00
  55  39 0.00+00 6.31-01 5.98-01 5.80-01 5.70-01 5.62-01 5.67-01 5.83-01 6.08-01 0.00+00
  56  39 1.53+09 1.60-01 1.59-01 1.63-01 1.72-01 1.88-01 2.21-01 2.55-01 2.95-01 6.89-02
  57  39 0.00+00 5.93-01 5.68-01 5.57-01 5.53-01 5.51-01 5.60-01 5.79-01 6.05-01 0.00+00
  58  39 0.00+00 5.08-01 4.90-01 4.81-01 4.75-01 4.69-01 4.74-01 4.89-01 5.10-01 0.00+00
  59  39 0.00+00 4.02-01 3.99-01 4.05-01 4.08-01 4.11-01 4.24-01 4.41-01 4.62-01 0.00+00
  60  39 5.09+05 1.24-02 1.62-02 1.70-02 1.36-02 9.23-03 4.83-03 2.80-03 1.61-03 3.62-05
  61  39 0.00+00 1.20-01 1.36-01 1.43-01 1.32-01 1.19-01 1.08-01 1.04-01 1.03-01 0.00+00
  62  39 0.00+00 4.67-02 6.21-02 6.49-02 5.13-02 3.46-02 1.77-02 1.00-02 5.47-03 0.00+00
  63  39 1.06+06 4.00-02 4.82-02 5.20-02 4.62-02 3.80-02 3.01-02 2.68-02 2.50-02 1.24-04
  64  39 0.00+00 4.29-02 5.32-02 5.56-02 4.68-02 3.57-02 2.50-02 2.03-02 1.76-02 0.00+00
  65  39 9.73+06 6.53-02 7.42-02 7.73-02 7.12-02 6.38-02 5.81-02 5.66-02 5.61-02 1.11-03
  66  39 0.00+00 9.67-02 1.09-01 1.15-01 1.07-01 9.66-02 8.76-02 8.48-02 8.33-02 0.00+00
  67  39 0.00+00 6.35-02 7.70-02 7.98-02 6.83-02 5.43-02 4.11-02 3.56-02 3.25-02 0.00+00
  68  39 0.00+00 2.29-03 3.28-03 3.73-03 2.97-03 1.97-03 1.00-03 6.00-04 3.80-04 0.00+00
  69  39 0.00+00 3.07-03 4.85-03 5.73-03 4.51-03 2.92-03 1.41-03 7.87-04 4.44-04 0.00+00
  70  39 0.00+00 3.00-03 4.55-03 5.17-03 4.09-03 2.70-03 1.38-03 8.31-04 5.34-04 0.00+00
  71  39 0.00+00 1.68-02 1.94-02 2.05-02 1.91-02 1.75-02 1.64-02 1.66-02 1.72-02 0.00+00
  72  39 0.00+00 2.48-03 3.25-03 2.95-03 2.09-03 1.28-03 5.90-04 3.16-04 1.69-04 0.00+00
  73  39 0.00+00 4.19-03 5.27-03 4.63-03 3.31-03 2.08-03 1.06-03 6.63-04 4.49-04 0.00+00
  74  39 0.00+00 3.46-03 4.51-03 4.07-03 2.88-03 1.76-03 8.16-04 4.43-04 2.43-04 0.00+00
  75  39 1.13+07 4.37-03 5.76-03 6.21-03 5.14-03 3.83-03 2.73-03 2.41-03 2.40-03 5.36-04
  76  39 0.00+00 1.23-01 8.22-02 4.09-02 2.28-02 1.26-02 5.64-03 3.04-03 1.63-03 0.00+00
  77  39 0.00+00 5.77-01 5.36-01 4.97-01 4.86-01 4.88-01 5.00-01 5.10-01 5.19-01 0.00+00
  78  39 1.31+09 6.38-02 3.90-02 1.88-02 1.08-02 6.67-03 4.49-03 4.35-03 5.08-03 3.36-03
  79  39 2.81+10 1.17-01 8.02-02 5.21-02 4.49-02 4.83-02 7.02-02 1.02-01 1.47-01 1.18-01
  80  39 0.00+00 3.94-02 2.62-02 1.39-02 8.45-03 5.13-03 2.58-03 1.48-03 8.25-04 0.00+00
  81  39 4.99+10 6.61-02 5.03-02 3.85-02 3.78-02 4.51-02 7.04-02 1.04-01 1.52-01 1.24-01
  82  39 2.21+10 8.09-02 5.67-02 3.84-02 3.40-02 3.71-02 5.39-02 7.78-02 1.12-01 9.10-02
  83  39 3.47+10 2.71-02 2.11-02 1.58-02 1.43-02 1.50-02 1.96-02 2.65-02 3.66-02 2.70-02
  84  39 0.00+00 2.42-03 1.54-03 7.41-04 4.10-04 2.26-04 1.04-04 5.75-05 3.17-05 0.00+00
  85  39 0.00+00 1.45-02 9.46-03 4.73-03 2.75-03 1.69-03 1.06-03 8.90-04 8.39-04 0.00+00
  86  39 0.00+00 1.61-03 1.18-03 7.92-04 5.81-04 4.08-04 2.33-04 1.42-04 8.16-05 0.00+00
  87  39 0.00+00 8.26-03 5.57-03 3.42-03 2.42-03 1.75-03 1.18-03 9.38-04 8.13-04 0.00+00
  88  39 0.00+00 1.49-02 1.07-02 7.12-03 5.20-03 3.65-03 2.08-03 1.26-03 7.28-04 0.00+00
  89  39 0.00+00 2.99-02 2.20-02 1.55-02 1.32-02 1.26-02 1.36-02 1.53-02 1.73-02 0.00+00
  90  39 0.00+00 5.29-02 4.42-02 3.88-02 3.88-02 4.19-02 5.04-02 5.93-02 6.79-02 0.00+00
  91  39 0.00+00 4.24-02 3.77-02 3.59-02 3.75-02 4.18-02 5.13-02 6.10-02 7.04-02 0.00+00
  92  39 0.00+00 3.60-02 3.22-02 3.04-02 3.13-02 3.43-02 4.14-02 4.86-02 5.56-02 0.00+00
  93  39 0.00+00 2.58-02 2.40-02 2.36-02 2.50-02 2.80-02 3.44-02 4.08-02 4.72-02 0.00+00
  94  39 5.20+06 3.15-03 2.62-03 2.07-03 1.66-03 1.24-03 7.46-04 4.65-04 2.76-04 9.75-06
  95  39 1.64+06 3.75-02 2.54-02 1.81-02 1.57-02 1.45-02 1.37-02 1.29-02 1.19-02 5.11-06
  96  39 0.00+00 9.83-03 8.67-03 7.20-03 5.90-03 4.46-03 2.69-03 1.67-03 9.68-04 0.00+00
  97  39 0.00+00 6.10-02 6.11-02 6.30-02 6.57-02 6.89-02 7.18-02 7.11-02 6.76-02 0.00+00
  98  39 0.00+00 1.91-02 1.89-02 1.88-02 1.89-02 1.90-02 1.90-02 1.85-02 1.73-02 0.00+00
  99  39 6.54+07 3.38-02 3.42-02 3.55-02 3.70-02 3.88-02 4.05-02 4.00-02 3.80-02 2.02-04
 100  39 0.00+00 4.43-02 4.49-02 4.65-02 4.85-02 5.09-02 5.31-02 5.27-02 5.03-02 0.00+00
 101  39 0.00+00 6.63-03 6.25-03 5.43-03 4.53-03 3.47-03 2.12-03 1.34-03 7.93-04 0.00+00
 102  39 0.00+00 2.33-02 2.32-02 2.32-02 2.34-02 2.37-02 2.37-02 2.29-02 2.14-02 0.00+00
 103  39 0.00+00 2.55-02 2.56-02 2.60-02 2.65-02 2.75-02 2.96-02 3.22-02 3.56-02 0.00+00
 104  39 0.00+00 4.80-02 4.85-02 4.98-02 5.15-02 5.43-02 5.93-02 6.29-02 6.53-02 0.00+00
 105  39 0.00+00 1.69-02 1.61-02 1.40-02 1.17-02 8.93-03 5.45-03 3.41-03 2.00-03 0.00+00
 106  39 0.00+00 2.00-02 1.99-02 1.99-02 1.99-02 2.01-02 2.11-02 2.25-02 2.46-02 0.00+00
 107  39 0.00+00 2.17-02 2.15-02 2.10-02 2.06-02 2.03-02 2.03-02 2.06-02 2.08-02 0.00+00
 108  39 0.00+00 3.42-02 3.45-02 3.52-02 3.61-02 3.77-02 4.07-02 4.30-02 4.45-02 0.00+00
 109  39 0.00+00 2.22-02 2.18-02 2.09-02 2.00-02 1.90-02 1.82-02 1.79-02 1.77-02 0.00+00
 110  39 6.43+07 2.84-03 1.94-03 1.08-03 7.26-04 5.36-04 4.37-04 4.29-04 4.57-04 1.18-04
 111  39 2.58+08 6.68-03 4.77-03 3.11-03 2.46-03 2.16-03 2.08-03 2.17-03 2.36-03 4.69-04
 112  39 1.28+07 5.04-03 3.21-03 1.53-03 8.35-04 4.63-04 2.33-04 1.59-04 1.29-04 3.84-05
 113  39 3.81+08 6.90-03 5.50-03 4.26-03 3.77-03 3.55-03 3.51-03 3.60-03 3.75-03 2.22-04
 114  39 1.41+10 8.29-02 8.20-02 8.20-02 8.32-02 8.58-02 9.24-02 1.00-01 1.11-01 2.17-02
 115  39 0.00+00 2.30-04 1.29-04 6.21-05 3.74-05 2.36-05 1.38-05 9.99-06 8.19-06 0.00+00
 116  39 0.00+00 2.44-04 1.40-04 6.91-05 4.22-05 2.66-05 1.51-05 1.02-05 7.46-06 0.00+00
 117  39 0.00+00 1.71-04 1.08-04 6.56-05 5.01-05 4.22-05 3.89-05 4.04-05 4.37-05 0.00+00
 118  39 0.00+00 7.64-04 4.47-04 2.54-04 1.92-04 1.65-04 1.61-04 1.69-04 1.80-04 0.00+00
 119  39 8.66+10 1.18-01 1.18-01 1.19-01 1.22-01 1.28-01 1.41-01 1.57-01 1.78-01 4.23-02
 120  39 0.00+00 3.88-05 3.64-05 3.38-05 3.19-05 2.98-05 2.71-05 2.50-05 2.29-05 0.00+00
 121  39 0.00+00 5.21-05 4.76-05 4.22-05 3.83-05 3.43-05 2.93-05 2.59-05 2.29-05 0.00+00
 122  39 0.00+00 9.00-05 8.90-05 8.93-05 9.07-05 9.27-05 9.42-05 9.23-05 8.75-05 0.00+00
 123  39 2.19+07 7.06-05 6.58-05 6.24-05 6.27-05 6.59-05 7.56-05 8.73-05 1.03-04 5.05-05
 124  39 0.00+00 1.79-04 1.79-04 1.82-04 1.88-04 1.98-04 2.20-04 2.43-04 2.70-04 0.00+00
 125  39 0.00+00 7.50-05 7.30-05 6.90-05 6.52-05 6.15-05 5.82-05 5.69-05 5.62-05 0.00+00
 126  39 0.00+00 5.60-05 5.45-05 5.14-05 4.82-05 4.47-05 4.10-05 3.91-05 3.77-05 0.00+00
 127  39 0.00+00 9.58-05 9.51-05 9.38-05 9.31-05 9.34-05 9.62-05 9.92-05 1.01-04 0.00+00
 128  39 0.00+00 1.73-04 1.54-04 1.26-04 1.06-04 8.46-05 5.76-05 3.98-05 2.61-05 0.00+00
 129  39 0.00+00 1.59-03 1.46-03 1.29-03 1.18-03 1.07-03 9.44-04 8.68-04 8.13-04 0.00+00
 130  39 0.00+00 1.53-03 1.39-03 1.21-03 1.09-03 9.57-04 7.61-04 6.09-04 4.78-04 0.00+00
 131  39 0.00+00 3.38-03 3.22-03 2.95-03 2.71-03 2.42-03 1.95-03 1.57-03 1.23-03 0.00+00
 132  39 8.71+07 1.81-04 1.69-04 1.55-04 1.46-04 1.39-04 1.32-04 1.32-04 1.42-04 7.33-05
 133  39 2.18+08 3.62-04 3.34-04 3.09-04 2.99-04 2.97-04 3.19-04 3.63-04 4.42-04 3.05-04
 134  39 0.00+00 4.08-04 3.87-04 3.55-04 3.26-04 2.88-04 2.29-04 1.81-04 1.38-04 0.00+00
 135  39 5.15+06 1.17-03 1.14-03 1.09-03 1.03-03 9.49-04 8.01-04 6.75-04 5.59-04 6.96-06
 136  39 0.00+00 9.38-05 9.26-05 9.04-05 8.88-05 8.81-05 8.97-05 9.31-05 9.76-05 0.00+00
 137  39 0.00+00 1.77-04 1.77-04 1.78-04 1.81-04 1.86-04 2.00-04 2.14-04 2.30-04 0.00+00
 138  39 0.00+00 6.87-05 6.64-05 6.10-05 5.48-05 4.71-05 3.59-05 2.79-05 2.13-05 0.00+00
 139  39 0.00+00 1.84-04 1.82-04 1.77-04 1.70-04 1.61-04 1.45-04 1.33-04 1.22-04 0.00+00
  41  40 1.84+02 7.91-02 7.26-02 6.65-02 6.64-02 6.95-02 7.63-02 8.22-02 8.82-02 6.86-03
  42  40 6.95+02 1.28-01 1.11-01 9.16-02 8.57-02 8.59-02 9.20-02 9.88-02 1.06-01 9.20-03
  43  40 0.00+00 8.71-01 6.76-01 4.40-01 3.14-01 2.30-01 1.63-01 1.34-01 1.16-01 0.00+00
  44  40 0.00+00 1.48+00 1.31+00 1.11+00 9.95-01 9.10-01 8.37-01 8.01-01 7.77-01 0.00+00
  45  40 0.00+00 6.76-01 4.92-01 2.72-01 1.61-01 9.20-02 4.30-02 2.47-02 1.50-02 0.00+00
  46  40 0.00+00 1.33+00 9.71-01 5.49-01 3.40-01 2.11-01 1.18-01 8.22-02 6.20-02 0.00+00
  47  40 0.00+00 1.04-01 8.05-02 4.91-02 3.16-02 1.94-02 9.56-03 5.43-03 3.02-03 0.00+00
  48  40 0.00+00 4.88-02 4.73-02 4.39-02 3.74-02 2.91-02 2.00-02 1.54-02 1.23-02 0.00+00
  49  40 0.00+00 3.87-02 2.87-02 1.98-02 1.44-02 9.82-03 5.74-03 3.80-03 2.52-03 0.00+00
  50  40 0.00+00 3.80-02 2.89-02 2.07-02 1.53-02 1.09-02 6.95-03 5.18-03 4.08-03 0.00+00
  51  40 2.67+09 2.08+00 2.10+00 2.19+00 2.34+00 2.57+00 3.01+00 3.43+00 3.90+00 7.23-01
  52  40 2.20+09 4.70+00 4.73+00 4.96+00 5.29+00 5.81+00 6.80+00 7.75+00 8.82+00 1.65+00
  53  40 0.00+00 2.17-01 1.93-01 1.79-01 1.66-01 1.54-01 1.47-01 1.46-01 1.46-01 0.00+00
  54  40 1.08+09 3.41+00 3.41+00 3.55+00 3.77+00 4.12+00 4.82+00 5.50+00 6.26+00 1.19+00
  55  40 0.00+00 1.09-01 9.00-02 7.66-02 6.36-02 5.03-02 3.80-02 3.29-02 2.99-02 0.00+00
  56  40 0.00+00 1.94-02 1.71-02 1.47-02 1.24-02 9.81-03 6.86-03 5.02-03 3.54-03 0.00+00
  57  40 1.26+08 3.93-01 3.85-01 3.95-01 4.11-01 4.39-01 5.01-01 5.67-01 6.43-01 1.23-01
  58  40 0.00+00 8.86-02 7.45-02 6.37-02 5.14-02 3.81-02 2.56-02 2.02-02 1.72-02 0.00+00
  59  40 1.25+07 5.06-02 4.73-02 4.48-02 3.90-02 3.22-02 2.64-02 2.50-02 2.56-02 4.62-03
  60  40 0.00+00 2.84-01 2.98-01 3.11-01 3.08-01 3.02-01 3.00-01 3.04-01 3.05-01 0.00+00
  61  40 0.00+00 5.15-02 6.31-02 6.49-02 5.24-02 3.68-02 2.14-02 1.44-02 1.03-02 0.00+00
  62  40 0.00+00 8.26-02 9.82-02 1.02-01 8.85-02 7.13-02 5.59-02 4.98-02 4.67-02 0.00+00
  63  40 0.00+00 2.72-01 2.90-01 3.02-01 2.94-01 2.81-01 2.73-01 2.74-01 2.72-01 0.00+00
  64  40 0.00+00 2.20-01 2.37-01 2.45-01 2.35-01 2.22-01 2.12-01 2.11-01 2.10-01 0.00+00
  65  40 0.00+00 9.92-02 1.10-01 1.15-01 1.06-01 9.45-02 8.37-02 8.00-02 7.76-02 0.00+00
  66  40 0.00+00 4.19-02 5.01-02 5.22-02 4.33-02 3.20-02 2.10-02 1.63-02 1.37-02 0.00+00
  67  40 0.00+00 4.88-02 5.98-02 6.10-02 4.88-02 3.44-02 2.08-02 1.51-02 1.20-02 0.00+00
  68  40 1.72+06 4.17-03 4.85-03 5.70-03 5.07-03 4.00-03 2.99-03 2.66-03 2.59-03 3.69-04
  69  40 1.03+07 9.16-03 9.46-03 1.00-02 9.46-03 8.76-03 8.59-03 9.14-03 1.01-02 2.16-03
  70  40 0.00+00 2.88-03 3.66-03 4.34-03 3.60-03 2.46-03 1.31-03 8.05-04 5.24-04 0.00+00
  71  40 4.06+06 4.64-03 5.45-03 6.06-03 5.16-03 3.86-03 2.62-03 2.17-03 2.02-03 4.01-04
  72  40 0.00+00 2.13-03 3.15-03 3.49-03 2.74-03 1.82-03 9.74-04 6.32-04 4.56-04 0.00+00
  73  40 0.00+00 2.64-03 3.70-03 3.98-03 3.07-03 1.98-03 9.80-04 5.66-04 3.40-04 0.00+00
  74  40 0.00+00 4.73-03 5.81-03 6.39-03 5.68-03 4.74-03 3.94-03 3.70-03 3.66-03 0.00+00
  75  40 0.00+00 1.90-03 2.72-03 3.13-03 2.57-03 1.81-03 1.09-03 7.96-04 6.45-04 0.00+00
  76  40 2.27+10 3.37-01 2.25-01 1.35-01 1.06-01 1.03-01 1.34-01 1.81-01 2.47-01 1.64-01
  77  40 5.58+08 7.20-02 4.61-02 2.28-02 1.31-02 7.86-03 4.80-03 4.18-03 4.44-03 2.39-03
  78  40 0.00+00 6.61-01 6.15-01 5.45-01 5.16-01 5.06-01 5.11-01 5.19-01 5.26-01 0.00+00
  79  40 0.00+00 7.86-02 5.12-02 2.75-02 1.80-02 1.31-02 1.07-02 1.06-02 1.11-02 0.00+00
  80  40 0.00+00 9.39-02 7.34-02 5.52-02 4.99-02 5.06-02 5.85-02 6.79-02 7.66-02 0.00+00
  81  40 0.00+00 3.40-02 2.19-02 1.09-02 6.29-03 3.69-03 1.95-03 1.32-03 9.94-04 0.00+00
  82  40 0.00+00 7.50-02 4.81-02 2.43-02 1.46-02 9.37-03 6.26-03 5.47-03 5.26-03 0.00+00
  83  40 0.00+00 1.04-02 6.94-03 3.78-03 2.37-03 1.48-03 7.67-04 4.49-04 2.53-04 0.00+00
  84  40 2.65+09 3.05-02 1.87-02 8.87-03 5.12-03 3.32-03 2.69-03 3.05-03 3.89-03 2.60-03
  85  40 1.19+09 7.98-03 5.21-03 2.96-03 2.19-03 2.02-03 2.55-03 3.48-03 4.84-03 3.50-03
  86  40 9.34+10 3.92-02 3.07-02 2.66-02 2.87-02 3.60-02 5.65-02 8.21-02 1.17-01 8.82-02
  87  40 6.88+10 7.01-02 5.87-02 5.46-02 6.07-02 7.75-02 1.23-01 1.79-01 2.56-01 1.94-01
  88  40 0.00+00 3.71-02 3.24-02 2.97-02 2.96-02 3.04-02 3.14-02 3.09-02 2.90-02 0.00+00
  89  40 2.96+10 5.73-02 4.66-02 4.15-02 4.49-02 5.60-02 8.72-02 1.26-01 1.80-01 1.37-01
  90  40 0.00+00 1.54-02 1.23-02 9.78-03 8.59-03 7.75-03 6.92-03 6.31-03 5.63-03 0.00+00
  91  40 2.56+09 1.18-02 8.56-03 6.40-03 5.92-03 6.35-03 8.52-03 1.16-02 1.60-02 1.18-02
  92  40 0.00+00 1.55-02 1.08-02 7.17-03 5.66-03 4.72-03 3.93-03 3.46-03 3.01-03 0.00+00
  93  40 2.27+07 7.52-03 5.15-03 3.34-03 2.45-03 1.75-03 1.04-03 6.73-04 4.38-04 5.99-05
  94  40 0.00+00 9.02-02 8.89-02 9.20-02 9.88-02 1.10-01 1.32-01 1.53-01 1.75-01 0.00+00
  95  40 0.00+00 9.63-02 9.16-02 9.24-02 9.79-02 1.08-01 1.28-01 1.48-01 1.69-01 0.00+00
  96  40 0.00+00 2.65-02 2.59-02 2.56-02 2.59-02 2.65-02 2.78-02 2.84-02 2.83-02 0.00+00
  97  40 0.00+00 1.06-02 9.59-03 8.43-03 7.50-03 6.56-03 5.50-03 4.88-03 4.40-03 0.00+00
  98  40 0.00+00 5.66-02 5.73-02 5.99-02 6.41-02 7.08-02 8.41-02 9.72-02 1.10-01 0.00+00
  99  40 0.00+00 1.88-02 1.86-02 1.88-02 1.94-02 2.06-02 2.35-02 2.67-02 3.01-02 0.00+00
 100  40 0.00+00 1.03-02 1.00-02 9.95-03 1.01-02 1.06-02 1.18-02 1.32-02 1.48-02 0.00+00
 101  40 1.32+05 1.15-01 1.16-01 1.19-01 1.22-01 1.26-01 1.29-01 1.28-01 1.25-01 5.51-07
 102  40 0.00+00 7.69-03 7.34-03 6.89-03 6.53-03 6.21-03 5.93-03 5.76-03 5.55-03 0.00+00
 103  40 0.00+00 6.57-02 6.55-02 6.52-02 6.49-02 6.44-02 6.33-02 6.17-02 5.93-02 0.00+00
 104  40 0.00+00 2.00-02 1.90-02 1.69-02 1.46-02 1.19-02 8.68-03 6.85-03 5.61-03 0.00+00
 105  40 0.00+00 3.14-02 3.11-02 3.06-02 3.02-02 2.99-02 3.00-02 3.03-02 3.05-02 0.00+00
 106  40 0.00+00 5.31-02 5.34-02 5.41-02 5.49-02 5.58-02 5.64-02 5.58-02 5.42-02 0.00+00
 107  40 0.00+00 5.46-02 5.48-02 5.51-02 5.54-02 5.58-02 5.58-02 5.48-02 5.30-02 0.00+00
 108  40 0.00+00 1.48-02 1.46-02 1.40-02 1.34-02 1.27-02 1.19-02 1.13-02 1.07-02 0.00+00
 109  40 0.00+00 1.12-02 1.09-02 1.02-02 9.45-03 8.69-03 7.89-03 7.50-03 7.24-03 0.00+00
 110  40 0.00+00 7.60-03 5.51-03 3.53-03 2.80-03 2.55-03 2.68-03 3.00-03 3.40-03 0.00+00
 111  40 0.00+00 6.88-03 4.59-03 2.34-03 1.39-03 8.85-04 5.87-04 5.10-04 4.93-04 0.00+00
 112  40 0.00+00 4.69-03 3.18-03 1.76-03 1.20-03 9.40-04 8.57-04 9.09-04 1.00-03 0.00+00
 113  40 0.00+00 1.17-03 7.57-04 3.94-04 2.38-04 1.45-04 7.57-05 4.54-05 2.66-05 0.00+00
 114  40 0.00+00 7.09-02 5.10-02 2.84-02 1.80-02 1.22-02 8.30-03 6.91-03 6.17-03 0.00+00
 115  40 5.34+06 2.82-04 2.08-04 1.49-04 1.28-04 1.19-04 1.17-04 1.17-04 1.17-04 1.78-05
 116  40 1.72+08 5.50-04 3.86-04 2.69-04 2.43-04 2.65-04 3.75-04 5.26-04 7.38-04 5.73-04
 117  40 0.00+00 2.21-04 1.64-04 1.17-04 9.55-05 8.16-05 6.94-05 6.20-05 5.51-05 0.00+00
 118  40 3.71+07 3.70-04 2.95-04 2.28-04 1.96-04 1.76-04 1.67-04 1.75-04 1.94-04 7.19-05
 119  40 0.00+00 6.41-03 4.29-03 2.11-03 1.15-03 6.18-04 2.69-04 1.42-04 7.53-05 0.00+00
 120  40 0.00+00 1.71-04 1.55-04 1.40-04 1.33-04 1.29-04 1.30-04 1.37-04 1.51-04 0.00+00
 121  40 0.00+00 8.77-04 8.36-04 8.28-04 8.69-04 9.55-04 1.14-03 1.33-03 1.53-03 0.00+00
 122  40 0.00+00 1.39-04 1.25-04 1.09-04 9.79-05 8.80-05 7.78-05 7.22-05 6.76-05 0.00+00
 123  40 0.00+00 3.47-04 2.85-04 2.30-04 2.12-04 2.09-04 2.26-04 2.52-04 2.84-04 0.00+00
 124  40 0.00+00 4.40-04 4.24-04 4.04-04 3.91-04 3.79-04 3.62-04 3.47-04 3.31-04 0.00+00
 125  40 0.00+00 1.21-03 1.21-03 1.22-03 1.25-03 1.28-03 1.31-03 1.31-03 1.28-03 0.00+00
 126  40 0.00+00 2.37-04 2.31-04 2.22-04 2.15-04 2.10-04 2.06-04 2.06-04 2.05-04 0.00+00
 127  40 0.00+00 2.33-04 2.22-04 2.01-04 1.80-04 1.56-04 1.29-04 1.15-04 1.05-04 0.00+00
 128  40 5.49+10 9.22-02 9.24-02 9.36-02 9.57-02 9.96-02 1.09-01 1.20-01 1.34-01 2.74-02
 129  40 1.17+10 7.15-02 7.13-02 7.18-02 7.30-02 7.54-02 8.12-02 8.83-02 9.74-02 1.75-02
 130  40 4.33+08 1.52-02 1.50-02 1.48-02 1.47-02 1.49-02 1.53-02 1.59-02 1.67-02 1.06-03
 131  40 3.21+09 1.73-02 1.73-02 1.74-02 1.77-02 1.83-02 1.98-02 2.16-02 2.39-02 4.63-03
 132  40 0.00+00 2.15-03 2.10-03 2.00-03 1.90-03 1.75-03 1.46-03 1.20-03 9.69-04 0.00+00
 133  40 0.00+00 1.40-03 1.36-03 1.29-03 1.23-03 1.13-03 9.65-04 8.18-04 6.85-04 0.00+00
 134  40 0.00+00 6.85-04 6.57-04 6.31-04 6.18-04 6.05-04 5.85-04 5.71-04 5.65-04 0.00+00
 135  40 0.00+00 1.88-04 1.72-04 1.50-04 1.30-04 1.06-04 7.31-05 5.05-05 3.30-05 0.00+00
